;id;Nummer;Lid;Opsomming niveau 1;Opsomming niveau 2;Opsomming niveau 3;Zin;Versie;jci 1.3;Brontekst;Action;Object;Actor;Recipient;Opmerkingen;Action 2;Object 2;Actor 2;Recipient 2;Action 3;Object 3;Actor 3;Recipient 3;tokens;srl_tags
568;225;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Lid2;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=2&z=2019-04-18&g=2019-04-18;tenzij deze elementen reeds zijn geregeld door een tussen de betrokken lidstaten van de Europese Unie gesloten internationale overeenkomst . ;zijn geregeld;deze elementen;;;;;;;;;;;;['tenzij', 'deze', 'elementen', 'reeds', 'zijn', 'geregeld', 'door', 'een', 'tussen', 'de', 'betrokken', 'lidstaten', 'van', 'de', 'Europese', 'Unie', 'gesloten', 'internationale', 'overeenkomst', '.'];['O', 'OBJ', 'OBJ', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
571;228;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Lid3;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=3&z=2019-04-18&g=2019-04-18;De verdeling van verantwoordelijkheden en de toepasselijke nationale bepalingen ,  bedoeld in het tweede lid ,  onderdeel a ,  worden in de aanbestedingsstukken vermeld . ;worden vermeld;;De verdeling van verantwoordelijkheden en de toepasselijke nationale bepalingen;;;;;;;;;;;['De', 'verdeling', 'van', 'verantwoordelijkheden', 'en', 'de', 'toepasselijke', 'nationale', 'bepalingen', ',', 'bedoeld', 'in', 'het', 'tweede', 'lid', ',', 'onderdeel', 'a', ',', 'worden', 'in', 'de', 'aanbestedingsstukken', 'vermeld', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', ',', 'V', 'O', 'O', 'O', 'V', '.']
572;229;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Lid4;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=4&z=2019-04-18&g=2019-04-18;In een geval als bedoeld in het eerste lid voldoet een deelnemende aanbestedende dienst aan zijn verplichtingen bij of krachtens  van deze wet indien hij werken ,  leveringen of diensten verwerft van een aanbestedende dienst in een andere lidstaat van de Europese Unie die voor de aanbestedingsprocedure verantwoordelijk is . deel 2;voldoet aan;zijn verplichtingen bij of krachtens  van deze wet ;een deelnemende aanbestedende dienst;;;;;;;;;;;['In', 'een', 'geval', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', 'voldoet', 'een', 'deelnemende', 'aanbestedende', 'dienst', 'aan', 'zijn', 'verplichtingen', 'bij', 'of', 'krachtens', 'van', 'deze', 'wet', 'indien', 'hij', 'werken', ',', 'leveringen', 'of', 'diensten', 'verwerft', 'van', 'een', 'aanbestedende', 'dienst', 'in', 'een', 'andere', 'lidstaat', 'van', 'de', 'Europese', 'Unie', 'die', 'voor', 'de', 'aanbestedingsprocedure', 'verantwoordelijk', 'is', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
573;230;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Lid5;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=5&z=2019-04-18&g=2019-04-18;Nationale bepalingen van de lidstaat van de Europese Unie waar een aankoopcentrale is gevestigd ,  zijn van toepassing op het door die aankoopcentrale : ;zijn;van toepassing ;Nationale bepalingen van de lidstaat van de Europese Unie ;;;;;;;;;;;['Nationale', 'bepalingen', 'van', 'de', 'lidstaat', 'van', 'de', 'Europese', 'Unie', 'waar', 'een', 'aankoopcentrale', 'is', 'gevestigd', ',', 'zijn', 'van', 'toepassing', 'op', 'het', 'door', 'die', 'aankoopcentrale', ':'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', ':']
578;235;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Lid6;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=6&z=2019-04-18&g=2019-04-18;Indien aanbestedende diensten uit verschillende lidstaten van de Europese Unie een gezamenlijke entiteit hebben opgericht ,  met inbegrip van een entiteit opgericht krachtens het recht van de Europese Unie ,  komen de deelnemende aanbestedende diensten bij besluit van het bevoegde orgaan van de gezamenlijke organisatie overeen welke nationale aanbestedingsregels van toepassing zijn : ; hebben opgericht;een gezamenlijke entiteit;aanbestedende diensten uit verschillende lidstaten van de Europese Unie;;;;;;;;;;;['Indien', 'aanbestedende', 'diensten', 'uit', 'verschillende', 'lidstaten', 'van', 'de', 'Europese', 'Unie', 'een', 'gezamenlijke', 'entiteit', 'hebben', 'opgericht', ',', 'met', 'inbegrip', 'van', 'een', 'entiteit', 'opgericht', 'krachtens', 'het', 'recht', 'van', 'de', 'Europese', 'Unie', ',', 'komen', 'de', 'deelnemende', 'aanbestedende', 'diensten', 'bij', 'besluit', 'van', 'het', 'bevoegde', 'orgaan', 'van', 'de', 'gezamenlijke', 'organisatie', 'overeen', 'welke', 'nationale', 'aanbestedingsregels', 'van', 'toepassing', 'zijn', ':'];['O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ':']
579;236;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Onderdeela;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=6&o=a&z=2019-04-18&g=2019-04-18;de nationale bepalingen van de lidstaat waar de gezamenlijke entiteit zijn statutaire zetel heeft ,  of;heeft;zijn statutaire zetel;de gezamenlijke entiteit;;;;;;;;;;;['de', 'nationale', 'bepalingen', 'van', 'de', 'lidstaat', 'waar', 'de', 'gezamenlijke', 'entiteit', 'zijn', 'statutaire', 'zetel', 'heeft', ',', 'of'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'OBJ', 'V', ',', 'O']
580;237;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Onderdeelb;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=6&o=b&z=2019-04-18&g=2019-04-18;de nationale bepalingen van de lidstaat waar de gezamenlijke entiteit zijn activiteiten uitoefent . ;uitoefent; zijn activiteiten;de gezamenlijke entiteit;;;;;;;;;;;['de', 'nationale', 'bepalingen', 'van', 'de', 'lidstaat', 'waar', 'de', 'gezamenlijke', 'entiteit', 'zijn', 'activiteiten', 'uitoefent', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'V', '.']
582;239;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Onderdeela;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=7&o=a&z=2019-04-18&g=2019-04-18;voor onbepaalde tijd gelden indien de oprichtingsakte van de gezamenlijke entiteit daarin voorziet ,  of;gelden;;;;;voorziet;daarin;de gezamenlijke entiteit;;;;;;['voor', 'onbepaalde', 'tijd', 'gelden', 'indien', 'de', 'oprichtingsakte', 'van', 'de', 'gezamenlijke', 'entiteit', 'daarin', 'voorziet', ',', 'of'];['O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'OBJ', 'V', ',', 'O']
583;240;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Onderdeelb;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=7&o=b&z=2019-04-18&g=2019-04-18;beperkt zijn tot een bepaalde termijn ,  soorten opdrachten of tot een of meer individuele plaatsingen van opdrachten . ;beperkt zijn;;;;;;;;;;;;;['beperkt', 'zijn', 'tot', 'een', 'bepaalde', 'termijn', ',', 'soorten', 'opdrachten', 'of', 'tot', 'een', 'of', 'meer', 'individuele', 'plaatsingen', 'van', 'opdrachten', '.'];['V', 'V', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
584;241;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.1a;Lid8;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.1a&artikel=2.11b&lid=8&z=2019-04-18&g=2019-04-18;Aanbestedende diensten maken geen gebruik van een mogelijkheid als bedoeld in dit artikel met het oogmerk om zich te onttrekken aan voor hen dwingende publiekrechtelijke bepalingen overeenkomstig het recht van de Europese Unie . ;maken geen gebruik;n een mogelijkheid als bedoeld in dit artikel;Aanbestedende diensten ;;;;;;;;;;;['Aanbestedende', 'diensten', 'maken', 'geen', 'gebruik', 'van', 'een', 'mogelijkheid', 'als', 'bedoeld', 'in', 'dit', 'artikel', 'met', 'het', 'oogmerk', 'om', 'zich', 'te', 'onttrekken', 'aan', 'voor', 'hen', 'dwingende', 'publiekrechtelijke', 'bepalingen', 'overeenkomstig', 'het', 'recht', 'van', 'de', 'Europese', 'Unie', '.'];['ACTOR', 'ACTOR', 'V', 'V', 'V', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
585;242;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid1;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12&lid=1&z=2019-04-18&g=2019-04-18;Indien ten aanzien van een opdracht of een prijsvraag zowel het bepaalde bij of krachtens  van deze wet voor overheidsopdrachten onderscheidenlijk door aanbestedende diensten uitgeschreven prijsvragen van toepassing is als het bij of krachtens  bepaalde voor speciale - sectoropdrachten onderscheidenlijk door speciale - sectorbedrijven uitgeschreven prijsvragen ,  is het bepaalde bij of krachtens deel 2 van deze wet voor overheidsopdrachten dan wel door aanbestedende diensten uitgeschreven prijsvragen niet van toepassing op de desbetreffende opdracht of prijsvraag . deel 2;is; van toepassing ;zowel het bepaalde bij of krachtens  van deze wet voor overheidsopdrachten onderscheidenlijk door aanbestedende diensten uitgeschreven prijsvragen;;is;niet van toepassing op de desbetreffende opdracht of prijsvraag;het bepaalde;;;;;;;['Indien', 'ten', 'aanzien', 'van', 'een', 'opdracht', 'of', 'een', 'prijsvraag', 'zowel', 'het', 'bepaalde', 'bij', 'of', 'krachtens', 'van', 'deze', 'wet', 'voor', 'overheidsopdrachten', 'onderscheidenlijk', 'door', 'aanbestedende', 'diensten', 'uitgeschreven', 'prijsvragen', 'van', 'toepassing', 'is', 'als', 'het', 'bij', 'of', 'krachtens', 'bepaalde', 'voor', 'speciale', '-', 'sectoropdrachten', 'onderscheidenlijk', 'door', 'speciale', '-', 'sectorbedrijven', 'uitgeschreven', 'prijsvragen', ',', 'is', 'het', 'bepaalde', 'bij', 'of', 'krachtens', 'deel', '2', 'van', 'deze', 'wet', 'voor', 'overheidsopdrachten', 'dan', 'wel', 'door', 'aanbestedende', 'diensten', 'uitgeschreven', 'prijsvragen', 'niet', 'van', 'toepassing', 'op', 'de', 'desbetreffende', 'opdracht', 'of', 'prijsvraag', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', ',', 'V', 'ACTOR', 'ACTOR', 'O', 'O', 'O', 'O', '2', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
586;243;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid2;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12&lid=2&z=2019-04-18&g=2019-04-18;In afwijking van de  is het bepaalde bij of krachtens  van deze wet niet van toepassing op opdrachten van een aanbestedende dienst die op grond van de  ,   ,   of  zijn uitgezonderd van de toepasselijkheid van  . artikelen 2 . 1 tot en met 2 . 6a;is;bij of krachtens  van deze wet niet van toepassing op opdrachten van een aanbestedende dienst; het bepaalde ;;;;;;;;;;;['In', 'afwijking', 'van', 'de', 'is', 'het', 'bepaalde', 'bij', 'of', 'krachtens', 'van', 'deze', 'wet', 'niet', 'van', 'toepassing', 'op', 'opdrachten', 'van', 'een', 'aanbestedende', 'dienst', 'die', 'op', 'grond', 'van', 'de', ',', ',', 'of', 'zijn', 'uitgezonderd', 'van', 'de', 'toepasselijkheid', 'van', '.'];['O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', ',', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
587;244;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid3;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12&lid=3&z=2019-04-18&g=2019-04-18;In afwijking van de  is het bepaalde bij of krachtens  van deze wet niet van toepassing op overheidsopdrachten ,  gegund door een aanbestedende dienst die postdiensten verleent waarop  van toepassing is ,  voor de uitvoering van : artikelen 2 . 1 tot en met 2 . 6a;is;bij of krachtens  van deze wet niet van toepassing op opdrachten van een aanbestedende dienst; het bepaalde ;;;;;;;;;;;['In', 'afwijking', 'van', 'de', 'is', 'het', 'bepaalde', 'bij', 'of', 'krachtens', 'van', 'deze', 'wet', 'niet', 'van', 'toepassing', 'op', 'overheidsopdrachten', ',', 'gegund', 'door', 'een', 'aanbestedende', 'dienst', 'die', 'postdiensten', 'verleent', 'waarop', 'van', 'toepassing', 'is', ',', 'voor', 'de', 'uitvoering', 'van', ':', 'artikelen', '2', '.', '1', 'tot', 'en', 'met', '2', '.', '6a'];['O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', ':', 'O', '2', '.', '1', 'O', 'O', 'O', '2', '.', '6O']
588;245;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Onderdeela;;;;diensten met een toegevoegde waarde die verband houden met en volledig worden geleverd via elektronische middelen;verband houden;elektronische middelen;diensten;;;worden geleverd;elektronische middelen;diensten;;;;;;['diensten', 'met', 'een', 'toegevoegde', 'waarde', 'die', 'verband', 'houden', 'met', 'en', 'volledig', 'worden', 'geleverd', 'via', 'elektronische', 'middelen'];['ACTOR', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'V', 'V', 'O', 'OBJ', 'OBJ']
589;246;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Onderdeelb;;;;financile diensten ,  waaronder postwissels en giro - overschrijvingen ,  die vallen onder de CPV - codes ,  genoemd in artikel 7 ,  onderdeel b ,  van richtlijn 2014 / 24 / EU en die de uitgifte ,  de aankoop ,  de verkoop of de overdracht van effecten of andere financile instrumenten als bedoeld in  of operaties die in het kader van de Europese faciliteit voor financile stabiliteit en het Europees stabiliteitsmechanisme worden uitgevoerd ,  betreffen;vallen;de CPV-codes;financile diensten;;; worden uitgevoerd;; operaties;;;;;;['financile', 'diensten', ',', 'waaronder', 'postwissels', 'en', 'giro', '-', 'overschrijvingen', ',', 'die', 'vallen', 'onder', 'de', 'CPV', '-', 'codes', ',', 'genoemd', 'in', 'artikel', '7', ',', 'onderdeel', 'b', ',', 'van', 'richtlijn', '2014', '/', '24', '/', 'EU', 'en', 'die', 'de', 'uitgifte', ',', 'de', 'aankoop', ',', 'de', 'verkoop', 'of', 'de', 'overdracht', 'van', 'effecten', 'of', 'andere', 'financile', 'instrumenten', 'als', 'bedoeld', 'in', 'of', 'operaties', 'die', 'in', 'het', 'kader', 'van', 'de', 'Europese', 'faciliteit', 'voor', 'financile', 'stabiliteit', 'en', 'het', 'Europees', 'stabiliteitsmechanisme', 'worden', 'uitgevoerd', ',', 'betreffen'];['ACTOR', 'ACTOR', ',', 'O', 'O', 'O', 'O', '-', 'O', ',', 'O', 'V', 'O', 'OBJ', 'OBJ', '-', 'OBJ', ',', 'O', 'O', 'O', '7', ',', 'O', 'O', ',', 'O', 'O', '2014', '/', '24', '/', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', ',', 'O']
591;248;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Onderdeeld;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12&lid=3&o=d&z=2019-04-18&g=2019-04-18;logistieke diensten ,  waarbij fysieke levering of opslag gecombineerd wordt met niet - postale diensten . ;wordt gecombineerd;niet-postale diensten; fysieke levering ;;;;;;;;;;;['logistieke', 'diensten', ',', 'waarbij', 'fysieke', 'levering', 'of', 'opslag', 'gecombineerd', 'wordt', 'met', 'niet', '-', 'postale', 'diensten', '.'];['O', 'O', ',', 'O', 'ACTOR', 'ACTOR', 'O', 'O', 'V', 'V', 'O', 'OBJ', '-', 'OBJ', 'OBJ', '.']
592;249;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid1;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12a&lid=1&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst plaatst een overheidsopdracht die betrekking heeft op een combinatie van werken ,  leveringen of diensten waarop  van deze wet van toepassing is ,  overeenkomstig de bepalingen die gelden voor het hoofdvoorwerp van de desbetreffende overheidsopdracht . deel 2;plaatst;een overheidsopdracht;Een aanbestedende dienst;;;heeft;een overheidsopdracht;;;;;;;['Een', 'aanbestedende', 'dienst', 'plaatst', 'een', 'overheidsopdracht', 'die', 'betrekking', 'heeft', 'op', 'een', 'combinatie', 'van', 'werken', ',', 'leveringen', 'of', 'diensten', 'waarop', 'van', 'deze', 'wet', 'van', 'toepassing', 'is', ',', 'overeenkomstig', 'de', 'bepalingen', 'die', 'gelden', 'voor', 'het', 'hoofdvoorwerp', 'van', 'de', 'desbetreffende', 'overheidsopdracht', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
593;250;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid2;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12a&lid=2&z=2019-04-18&g=2019-04-18;In het geval van een gemengde overheidsopdracht als bedoeld in het eerste lid ,  die ten dele betrekking heeft op diensten als bedoeld in  en ten dele op andere diensten ,  of een gemengde overheidsopdracht als bedoeld in het eerste lid ,  die ten dele betrekking heeft op diensten en ten dele op leveringen ,  wordt het hoofdvoorwerp bepaald door de hoogst geraamde waarde van de respectieve diensten of leveringen . paragraaf 2 . 2 . 1 . 8;heeft betrekking op;diensten als bedoeld in  en ten dele op andere diensten, of een gemengde overheidsopdracht als bedoeld in het eerste lid, die ten dele betrekking heeft op diensten en ten dele op leveringen; een gemengde overheidsopdracht als bedoeld in het eerste lid;;;wordt bepaald;;het hoofdvoorwerp;;;;;;['In', 'het', 'geval', 'van', 'een', 'gemengde', 'overheidsopdracht', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', ',', 'die', 'ten', 'dele', 'betrekking', 'heeft', 'op', 'diensten', 'als', 'bedoeld', 'in', 'en', 'ten', 'dele', 'op', 'andere', 'diensten', ',', 'of', 'een', 'gemengde', 'overheidsopdracht', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', ',', 'die', 'ten', 'dele', 'betrekking', 'heeft', 'op', 'diensten', 'en', 'ten', 'dele', 'op', 'leveringen', ',', 'wordt', 'het', 'hoofdvoorwerp', 'bepaald', 'door', 'de', 'hoogst', 'geraamde', 'waarde', 'van', 'de', 'respectieve', 'diensten', 'of', 'leveringen', '.'];['O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'O', 'O', 'O', 'V', 'V', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'V', 'ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
594;251;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid1;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12b&lid=1&z=2019-04-18&g=2019-04-18;Dit artikel is van toepassing op opdrachten die zowel onderdelen omvatten waarop  van deze wet van toepassing is als onderdelen waarop dat deel niet van toepassing is . deel 2;is; van toepassing;Dit artikel;;;;;;;;;;;['Dit', 'artikel', 'is', 'van', 'toepassing', 'op', 'opdrachten', 'die', 'zowel', 'onderdelen', 'omvatten', 'waarop', 'van', 'deze', 'wet', 'van', 'toepassing', 'is', 'als', 'onderdelen', 'waarop', 'dat', 'deel', 'niet', 'van', 'toepassing', 'is', '.'];['ACTOR', 'ACTOR', 'V', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
595;252;Deel2;Hoofdstuk2.1;Afdeling2.1.1;Paragraaf2.1.1.2;Lid2;;1-7-2016;jci1.3:c:BWBR0032203&deel=2&hoofdstuk=2.1&afdeling=2.1.1&paragraaf=2.1.1.2&artikel=2.12b&lid=2&z=2019-04-18&g=2019-04-18;Indien een opdracht als bedoeld in het eerste lid objectief gezien niet deelbaar is in verschillende onderdelen ,  gelden de bepalingen die van toepassing zijn op het hoofdvoorwerp van de desbetreffende opdracht . ;niet deelbaar is;; een opdracht als bedoeld in het eerste lid ;;;gelden;; de bepalingen;;;;;;['Indien', 'een', 'opdracht', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', 'objectief', 'gezien', 'niet', 'deelbaar', 'is', 'in', 'verschillende', 'onderdelen', ',', 'gelden', 'de', 'bepalingen', 'die', 'van', 'toepassing', 'zijn', 'op', 'het', 'hoofdvoorwerp', 'van', 'de', 'desbetreffende', 'opdracht', '.'];['O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'O', 'O', 'V', 'V', 'V', 'O', 'O', 'O', ',', 'V', 'ACTOR', 'ACTOR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
